"assessid","stockid","mgmt","assessor","years","year","method","method1","method2","country","region","area","areaid","stocklong","class","order","family","genus","species","species_orig","comm_name","msy_true","b0_true","msy_true_units","b0_true_units","tl_nyrs","tl_avg","tl_units","tc_nyrs","tc_avg","tc_units","catch_type","catch_nyrs","catch_avg","catch_units","r_nyrs","r_avg","r_units","ssb_nyrs","ssb_avg","ssb_units","tb_nyrs","tb_avg","tb_units","tn_nyrs","tn_avg","tn_units","sp_model"
"ADFG-SSALMILNIKR-1991-2005-HIVELY","SSALMILNIKR","AKSTATE","ADFG","1991-2005",2005,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Ilnik River","USA-AKSTATE-ILNIKR","Sockeye Salmon Ilnik River","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,0,NA,NA,"none",0,NA,NA,0,NA,NA,15,75600,"E00",0,NA,NA,0,NA,NA,NA
"ADFG-SSALMITALOR-1972-2002-HIVELY","SSALMITALOR","AKSTATE","ADFG","1972-2002",2002,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Italo River","USA-AKSTATE-ITALOR","Sockeye Salmon Italo River","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,31,918.935483870968,"E00","tc",31,918.935483870968,"E00",0,NA,NA,31,10892.8064516129,"E00",0,NA,NA,31,11806.1935483871,"E00",NA
"ADFG-SSALMKARLUKL-1976-2003-HIVELY","SSALMKARLUKL","AKSTATE","ADFG","1976-2003",2003,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Karluk Lake","USA-AKSTATE-KARLUKL","Sockeye Salmon Karluk Lake","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,19,548077.894736842,"E00","tc",19,548077.894736842,"E00",16,1311500,"E00",28,672428.571428571,"E00",0,NA,NA,19,1364631.57894737,"E00",NA
"DFO-SSALMKIMSQUIT-1953-1999-HIVELY","SSALMKIMSQUIT","DFO","DFO","1953-1999",1999,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Kimsquit","Canada-DFO-KIMSQUIT","Sockeye Salmon Kimsquit","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,0,NA,NA,"none",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,44,21463.1818181818,"E00",NA
"DFO-SSALMKITLOPE-1953-1999-HIVELY","SSALMKITLOPE","DFO","DFO","1953-1999",1999,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Kitlope","Canada-DFO-KITLOPE","Sockeye Salmon Kitlope","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,0,NA,NA,"none",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,47,61319.1489361702,"E00",NA
"ADFG-SSALMKLUKSHUR-1976-2002-HIVELY","SSALMKLUKSHUR","AKSTATE","ADFG","1976-2002",2002,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Klukshu River","USA-AKSTATE-KLUKSHUR","Sockeye Salmon Klukshu River","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,27,8172.59259259259,"E00","tc",27,8172.59259259259,"E00",21,21762.380952381,"E00",27,14812.5925925926,"E00",0,NA,NA,27,22990,"E00",NA
"ADFG-SSALMKUSKOKWIM-1981-2003-HIVELY","SSALMKUSKOKWIM","AKSTATE","ADFG","1981-2003",2003,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Kuskokwim","USA-AKSTATE-KUSKOKWIM","Sockeye Salmon Kuskokwim","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,23,162821.739130435,"E00","tc",23,162821.739130435,"E00",9,723222.222222222,"E00",23,605782.608695652,"E00",0,NA,NA,23,767739.130434783,"E00",NA
"ADFG-SSALMKVICHAK-1952-2005-HIVELY","SSALMKVICHAK","AKSTATE","ADFG","1952-2005",2005,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Kvichak","USA-AKSTATE-KVICHAK","Sockeye Salmon Kvichak","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,50,5702392,"E00","tc",50,5702392,"E00",47,11150255.3191489,"E00",50,5116840,"E00",0,NA,NA,50,10823600,"E00",NA
"DFO-SSALMLLAKE-1951-2005-HIVELY","SSALMLLAKE","DFO","DFO","1951-2005",2005,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Long Lake","Canada-DFO-LLAKE","Sockeye Salmon Long Lake","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,27,138494.074074074,"E00","tc",27,138494.074074074,"E00",24,290792.5,"E00",55,100645.090909091,"E00",0,NA,NA,27,262425.185185185,"E00",NA
"ADFG-SSALMLOSTR-1972-2002-HIVELY","SSALMLOSTR","AKSTATE","ADFG","1972-2002",2002,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Lost River","USA-AKSTATE-LOSTR","Sockeye Salmon Lost River","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,31,2658.61290322581,"E00","tc",31,2658.61290322581,"E00",0,NA,NA,24,4338.75,"E00",0,NA,NA,24,7082.08333333333,"E00",NA
"ADFG-SSALMLRIVER-1975-2004-HIVELY","SSALMLRIVER","AKSTATE","ADFG","1975-2004",2004,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Little River","USA-AKSTATE-LRIVER","Sockeye Salmon Little River","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,0,NA,NA,"none",0,NA,NA,0,NA,NA,29,16254.8275862069,"E00",0,NA,NA,0,NA,NA,NA
"DFO-SSALMLSTUART-1948-2001-HIVELY","SSALMLSTUART","DFO","DFO","1948-2001",2001,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Late Stuart","Canada-DFO-LSTUART","Sockeye Salmon Late Stuart","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,49,456112.244897959,"E00","tc",49,456112.244897959,"E00",49,592591.775510204,"E00",53,134402.132075472,"E00",0,NA,NA,49,599759.795918367,"E00",NA
"ADFG-SSALMLUPPERS-1970-1999-HIVELY","SSALMLUPPERS","AKSTATE","ADFG","1970-1999",1999,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Late Upper Station","USA-AKSTATE-LUPPERS","Sockeye Salmon Late Upper Station","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,24,362950,"E00","tc",24,362950,"E00",24,539041.666666667,"E00",30,176340,"E00",0,NA,NA,24,558208.333333333,"E00",NA
"WDFW-SSALMLWASH-1967-2003-HIVELY","SSALMLWASH","WASTATE","WDFW","1967-2003",2003,"Unknown","unknown","Unknown","USA","US West Coast (Pacific Salmon)","Lake Washington","USA-WASTATE-LWASH","Sockeye Salmon Lake Washington","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,32,51715.9375,"E00","tc",32,51715.9375,"E00",27,274433.333333333,"E00",37,211243.243243243,"E00",0,NA,NA,26,263096.153846154,"E00",NA
"ADFG-SSALMMALINAL-1969-2004-HIVELY","SSALMMALINAL","AKSTATE","ADFG","1969-2004",2004,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Malina Lake","USA-AKSTATE-MALINAL","Sockeye Salmon Malina Lake","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,0,NA,NA,"none",0,NA,NA,0,NA,NA,36,8519.44444444445,"E00",0,NA,NA,0,NA,NA,NA
"ADFG-SSALMMCDONALD-1982-2001-HIVELY","SSALMMCDONALD","AKSTATE","ADFG","1982-2001",2001,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","McDonald","USA-AKSTATE-MCDONALD","Sockeye Salmon McDonald","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,20,184800,"E00","tc",20,184800,"E00",0,NA,NA,20,88650,"E00",0,NA,NA,20,273450,"E00",NA
"DFO-SSALMMITCHELL-1949-2001-HIVELY","SSALMMITCHELL","DFO","DFO","1949-2001",2001,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Mitchell","Canada-DFO-MITCHELL","Sockeye Salmon Mitchell","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,37,223417.216216216,"E00","tc",37,223417.216216216,"E00",33,318325.333333333,"E00",37,95999.5675675676,"E00",0,NA,NA,37,319648.27027027,"E00",NA
"DFO-SSALMNADINA-1948-2001-HIVELY","SSALMNADINA","DFO","DFO","1948-2001",2001,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Nadina","Canada-DFO-NADINA","Sockeye Salmon Nadina","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,49,59271.6326530612,"E00","tc",49,59271.6326530612,"E00",49,67253.9795918367,"E00",52,7609.40384615385,"E00",0,NA,NA,49,67271.0204081633,"E00",NA
"DFO-SSALMNADINAC-1973-2001-HIVELY","SSALMNADINAC","DFO","DFO","1973-2001",2001,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Nadina Channel","Canada-DFO-NADINAC","Sockeye Salmon Nadina Channel","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,0,NA,NA,"none",0,NA,NA,0,NA,NA,29,14072.1724137931,"E00",0,NA,NA,0,NA,NA,NA
"DFO-SSALMNAHANTLATCH-1975-2001-HIVELY","SSALMNAHANTLATCH","DFO","DFO","1975-2001",2001,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","nahatlatch","Canada-DFO-NAHANTLATCH","Sockeye Salmon nahatlatch","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,22,12479.0909090909,"E00","tc",22,12479.0909090909,"E00",21,18380.9523809524,"E00",27,4809.77777777778,"E00",0,NA,NA,22,18031.8181818182,"E00",NA
"ADFG-SSALMNAKNEK-1953-2005-HIVELY","SSALMNAKNEK","AKSTATE","ADFG","1953-2005",2005,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Naknek","USA-AKSTATE-NAKNEK","Sockeye Salmon Naknek","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,49,2254959.18367347,"E00","tc",49,2254959.18367347,"E00",46,3472478.26086957,"E00",50,1312480,"E00",0,NA,NA,49,3558346.93877551,"E00",NA
"DFO-SSALMNASS-1967-2002-HIVELY","SSALMNASS","DFO","DFO","1967-2002",2002,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Nass","Canada-DFO-NASS","Sockeye Salmon Nass","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,21,619428.571428571,"E00","tc",21,619428.571428571,"E00",25,650280,"E00",36,237644.444444444,"E00",0,NA,NA,0,NA,NA,NA
"ADFG-SSALMNELSONR-1981-2005-HIVELY","SSALMNELSONR","AKSTATE","ADFG","1981-2005",2005,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Nelson River","USA-AKSTATE-NELSONR","Sockeye Salmon Nelson River","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,15,314200,"E00","tc",15,314200,"E00",18,500722.222222222,"E00",25,241040,"E00",0,NA,NA,15,540000,"E00",NA
"ADFG-SSALMNUSHAGAK-1952-2005-HIVELY","SSALMNUSHAGAK","AKSTATE","ADFG","1952-2005",2005,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Nushagak","USA-AKSTATE-NUSHAGAK","Sockeye Salmon Nushagak","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,54,595037.037037037,"E00","tc",54,595037.037037037,"E00",41,1216390.24390244,"E00",54,445833.333333333,"E00",0,NA,NA,54,1040870.37037037,"E00",NA
"ADFG-SSALMNUYAKUK-1952-1988-HIVELY","SSALMNUYAKUK","AKSTATE","ADFG","1952-1988",1988,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Nuyakuk","USA-AKSTATE-NUYAKUK","Sockeye Salmon Nuyakuk","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,30,455833.333333333,"E00","tc",30,455833.333333333,"E00",31,839354.838709677,"E00",30,339933.333333333,"E00",0,NA,NA,33,817696.96969697,"E00",NA
"TINRO-SSALMOKSH-1995-2004-HIVELY","SSALMOKSH","TINRO","TINRO","1995-2004",2004,"Unknown","unknown","Unknown","Russia","Russia Japan (Pacific Salmon)","Okhotsk sockeye hatchery","Russia-TINRO-OKSH","Sockeye Salmon Okhotsk sockeye hatchery","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,10,2012.5,"E00","tc",10,2012.5,"E00",0,NA,NA,10,869.1,"E00",0,NA,NA,0,NA,NA,NA
"TINRO-SSALMOKSW-1952-2004-HIVELY","SSALMOKSW","TINRO","TINRO","1952-2004",2004,"Unknown","unknown","Unknown","Russia","Russia Japan (Pacific Salmon)","Okhotsk sockeye wild","Russia-TINRO-OKSW","Sockeye Salmon Okhotsk sockeye wild","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,53,9149.49056603774,"E00","tc",53,9149.49056603774,"E00",0,NA,NA,53,3829.2641509434,"E00",0,NA,NA,0,NA,NA,NA
"ADFG-SSALMORZINSKIL-1990-2005-HIVELY","SSALMORZINSKIL","AKSTATE","ADFG","1990-2005",2005,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Orzinski Lake","USA-AKSTATE-ORZINSKIL","Sockeye Salmon Orzinski Lake","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,0,NA,NA,"none",0,NA,NA,0,NA,NA,16,35262.5,"E00",0,NA,NA,0,NA,NA,NA
"DFO-SSALMOWIKENOL-1948-2005-HIVELY","SSALMOWIKENOL","DFO","DFO","1948-2005",2005,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Owikeno Lake","Canada-DFO-OWIKENOL","Sockeye Salmon Owikeno Lake","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,51,427888.450980392,"E00","tc",51,427888.450980392,"E00",52,762596.346153846,"E00",58,329943.103448276,"E00",0,NA,NA,51,765132.549019608,"E00",NA
"ADFG-SSALMPASAGSHAKR-1968-2003-HIVELY","SSALMPASAGSHAKR","AKSTATE","ADFG","1968-2003",2003,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Pasagshak River","USA-AKSTATE-PASAGSHAKR","Sockeye Salmon Pasagshak River","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,34,12744.2941176471,"E00","tc",34,12744.2941176471,"E00",0,NA,NA,34,7124.70588235294,"E00",0,NA,NA,32,20643.125,"E00",NA
"ADFG-SSALMPAULSBD-1969-2004-HIVELY","SSALMPAULSBD","AKSTATE","ADFG","1969-2004",2004,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Pauls Bay Drainage","USA-AKSTATE-PAULSBD","Sockeye Salmon Pauls Bay Drainage","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,0,NA,NA,"none",0,NA,NA,0,NA,NA,36,18317.7777777778,"E00",0,NA,NA,0,NA,NA,NA
"DFO-SSALMPITT-1948-2001-HIVELY","SSALMPITT","DFO","DFO","1948-2001",2001,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Pitt","Canada-DFO-PITT","Sockeye Salmon Pitt","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,49,48010.4081632653,"E00","tc",49,48010.4081632653,"E00",49,71602.8571428571,"E00",54,24700,"E00",0,NA,NA,49,71318.3673469388,"E00",NA
"DFO-SSALMPORTAGE-1949-2001-HIVELY","SSALMPORTAGE","DFO","DFO","1949-2001",2001,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Portage","Canada-DFO-PORTAGE","Sockeye Salmon Portage","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,47,36459.2553191489,"E00","tc",47,36459.2553191489,"E00",47,41784,"E00",48,6132.8125,"E00",0,NA,NA,47,43003.7659574468,"E00",NA
"WDFW-SSALMQUIN-1975-2003-HIVELY","SSALMQUIN","WASTATE","WDFW","1975-2003",2003,"Unknown","unknown","Unknown","USA","US West Coast (Pacific Salmon)","Quinault","USA-WASTATE-QUIN","Sockeye Salmon Quinault","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,23,10752.1739130435,"E00","tc",23,10752.1739130435,"E00",25,45886.4,"E00",29,36444.1379310345,"E00",0,NA,NA,25,46373.6,"E00",NA
"DFO-SSALMRAFT-1948-2001-HIVELY","SSALMRAFT","DFO","DFO","1948-2001",2001,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Raft","Canada-DFO-RAFT","Sockeye Salmon Raft","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,49,19628.1632653061,"E00","tc",49,19628.1632653061,"E00",49,28544.8979591837,"E00",54,8305.5,"E00",0,NA,NA,49,27841.4285714286,"E00",NA
"ADFG-SSALMREDOUBTL-1979-2002-HIVELY","SSALMREDOUBTL","AKSTATE","ADFG","1979-2002",2002,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Redoubt Lake","USA-AKSTATE-REDOUBTL","Sockeye Salmon Redoubt Lake","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,21,2371.42857142857,"E00","tc",21,2371.42857142857,"E00",15,29620,"E00",21,23883.1428571429,"E00",0,NA,NA,21,26255.9523809524,"E00",NA
"ADFG-SSALMSALTERYL-1976-2003-HIVELY","SSALMSALTERYL","AKSTATE","ADFG","1976-2003",2003,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Saltery Lake","USA-AKSTATE-SALTERYL","Sockeye Salmon Saltery Lake","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,21,19182.9523809524,"E00","tc",21,19182.9523809524,"E00",0,NA,NA,28,41071.4285714286,"E00",0,NA,NA,21,63595.2380952381,"E00",NA
"ADFG-SSALMSANDYR-1994-2005-HIVELY","SSALMSANDYR","AKSTATE","ADFG","1994-2005",2005,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Sandy River","USA-AKSTATE-SANDYR","Sockeye Salmon Sandy River","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,0,NA,NA,"none",0,NA,NA,0,NA,NA,12,65916.6666666667,"E00",0,NA,NA,0,NA,NA,NA
"DFO-SSALMSCOTCH-1948-2001-HIVELY","SSALMSCOTCH","DFO","DFO","1948-2001",2001,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","scotch","Canada-DFO-SCOTCH","Sockeye Salmon scotch","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,38,25252.9473684211,"E00","tc",38,25252.9473684211,"E00",37,35082.2972972973,"E00",40,8630.2,"E00",0,NA,NA,38,34329.2894736842,"E00",NA
"DFO-SSALMSEYMOUR-1948-2001-HIVELY","SSALMSEYMOUR","DFO","DFO","1948-2001",2001,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Seymour","Canada-DFO-SEYMOUR","Sockeye Salmon Seymour","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,49,100247.142857143,"E00","tc",49,100247.142857143,"E00",49,134135.306122449,"E00",54,30990.7407407407,"E00",0,NA,NA,49,133557.959183673,"E00",NA
"DFO-SSALMSHUSWAP-1949-2001-HIVELY","SSALMSHUSWAP","DFO","DFO","1949-2001",2001,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","shuswap","Canada-DFO-SHUSWAP","Sockeye Salmon shuswap","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,45,181017.044444444,"E00","tc",45,181017.044444444,"E00",45,253872.288888889,"E00",46,71238.6304347826,"E00",0,NA,NA,46,248759.369565217,"E00",NA
"ADFG-SSALMSITUKR-1976-2002-HIVELY","SSALMSITUKR","AKSTATE","ADFG","1976-2002",2002,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Situk River","USA-AKSTATE-SITUKR","Sockeye Salmon Situk River","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,27,59040.7407407407,"E00","tc",27,59040.7407407407,"E00",22,124263.636363636,"E00",27,78025.9259259259,"E00",0,NA,NA,27,137111.111111111,"E00",NA
"DFO-SSALMSKEENA-1950-2002-HIVELY","SSALMSKEENA","DFO","DFO","1950-2002",2002,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Skeena","Canada-DFO-SKEENA","Sockeye Salmon Skeena","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,21,2103000,"E00","tc",21,2103000,"E00",45,2048822.22222222,"E00",53,897177.358490566,"E00",0,NA,NA,0,NA,NA,NA
"DFO-SSALMSKIDEGATE-1983-1999-HIVELY","SSALMSKIDEGATE","DFO","DFO","1983-1999",1999,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Skidegate","Canada-DFO-SKIDEGATE","Sockeye Salmon Skidegate","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,0,NA,NA,"none",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,17,14781.1764705882,"E00",NA
"ADFG-SSALMSPEELL-1983-2002-HIVELY","SSALMSPEELL","AKSTATE","ADFG","1983-2002",2002,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Speel Lake","USA-AKSTATE-SPEELL","Sockeye Salmon Speel Lake","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,16,6426.0625,"E00","tc",16,6426.0625,"E00",0,NA,NA,20,14347.95,"E00",0,NA,NA,16,22422.25,"E00",NA
"DFO-SSALMSTELLAKO-1948-2001-HIVELY","SSALMSTELLAKO","DFO","DFO","1948-2001",2001,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Stellako","Canada-DFO-STELLAKO","Sockeye Salmon Stellako","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,49,380626.530612245,"E00","tc",49,380626.530612245,"E00",49,486479.591836735,"E00",54,101338.888888889,"E00",0,NA,NA,49,484020.408163265,"E00",NA
"ADFG-SSALMSTIKINE-1982-2001-HIVELY","SSALMSTIKINE","AKSTATE","ADFG","1982-2001",2001,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Stikine (District108)","USA-AKSTATE-STIKINE","Sockeye Salmon Stikine","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye salmon",NA,NA,NA,NA,0,NA,NA,20,54500,"E00","tc",20,54500,"E00",0,NA,NA,20,98850,"E00",0,NA,NA,20,153350,"E00",NA
